"commandPresence","ChangePresence","projectName","commit"
"{outputs=false, run=true, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=true, environment=false, condition=false, job_name=false, runs-on=true, defaults=false, shell=false, name=true, uses=true, strategy=false, timeout-minutes=false}","{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=false, strategy=false, timeout-minutes=false}","Azure/mmlspark","70dc523114768eea12ff0648c03fcfc3785f69de"
"{outputs=false, run=false, matrix=false, deploy=false, permissions=true, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=true, environment=false, condition=false, job_name=false, runs-on=true, defaults=false, shell=false, name=true, uses=true, strategy=false, timeout-minutes=false}","{outputs=false, run=false, matrix=false, deploy=false, permissions=true, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=false, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=false, strategy=false, timeout-minutes=false}","Azure/mmlspark","b08b33d8433922c7f38f791f1279bdd5cf3717f7"
"{outputs=false, run=false, matrix=false, deploy=false, permissions=true, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=true, environment=false, condition=false, job_name=false, runs-on=true, defaults=false, shell=false, name=true, uses=true, strategy=false, timeout-minutes=false}","{outputs=false, run=false, matrix=false, deploy=false, permissions=true, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=false, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=false, strategy=false, timeout-minutes=false}","Azure/mmlspark","f7a0af54eec436c6dc3d4a534e8efcaa17370c29"
"{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=true, environment=false, condition=false, job_name=false, runs-on=true, defaults=false, shell=false, name=true, uses=true, strategy=false, timeout-minutes=false}","{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=false, strategy=false, timeout-minutes=false}","Azure/mmlspark","3d1a7fc4c4a3e7177f4863c930e4595859bf5413"
"{outputs=false, run=true, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=true, defaults=false, shell=false, name=true, uses=true, strategy=false, timeout-minutes=false}","{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=false, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=false, strategy=false, timeout-minutes=false}","Azure/mmlspark","111823d168519c030bc42e4e83250211b7227b3e"
"{outputs=false, run=true, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=true, defaults=false, shell=false, name=true, uses=true, strategy=false, timeout-minutes=false}","{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=false, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=false, strategy=false, timeout-minutes=false}","Azure/mmlspark","0d8e613bc6e79f81795ab2b6f7cb9931cf66a864"
"{outputs=false, run=true, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=true, defaults=false, shell=false, name=true, uses=true, strategy=false, timeout-minutes=false}","{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=false, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=false, strategy=false, timeout-minutes=false}","Azure/mmlspark","1c4c5b388edfa9cdffbf2a91fcb893a82e02c561"
"{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=false, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=true, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=true, strategy=false, timeout-minutes=false}","{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=false, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=false, strategy=false, timeout-minutes=false}","Azure/mmlspark","1f3a2bf9afcc45153b576eeb86c5d4ccaa92226e"
"{outputs=false, run=false, matrix=false, deploy=false, permissions=true, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=true, environment=false, condition=false, job_name=false, runs-on=true, defaults=false, shell=false, name=true, uses=true, strategy=false, timeout-minutes=false}","{outputs=false, run=false, matrix=false, deploy=false, permissions=true, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=false, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=false, strategy=false, timeout-minutes=false}","Azure/mmlspark","32da2270682b37fa44f378ecd60e47cee4745328"
"{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=true, environment=false, condition=false, job_name=false, runs-on=true, defaults=false, shell=false, name=true, uses=true, strategy=false, timeout-minutes=false}","{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=false, strategy=false, timeout-minutes=false}","Azure/mmlspark","18e06ecd42d29d7e01eadcf72632f90b8e08a75c"
"{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=true, environment=false, condition=false, job_name=false, runs-on=true, defaults=false, shell=false, name=true, uses=true, strategy=false, timeout-minutes=false}","{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=false, strategy=false, timeout-minutes=false}","Azure/mmlspark","14213e25147b99611ee56946933208f8d7520560"
"{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=true, environment=false, condition=false, job_name=false, runs-on=true, defaults=false, shell=false, name=true, uses=true, strategy=false, timeout-minutes=false}","{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=false, strategy=false, timeout-minutes=false}","Azure/mmlspark","6cec79b4ce542f444d9a22cfb5704c68cd52a3bc"
"{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=true, environment=false, condition=false, job_name=false, runs-on=true, defaults=false, shell=false, name=true, uses=true, strategy=false, timeout-minutes=false}","{outputs=false, run=false, matrix=false, deploy=false, permissions=false, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=false, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=false, strategy=false, timeout-minutes=false}","Azure/mmlspark","3fa001e129c914b7f315a015434a4bb4462d8836"
"{outputs=false, run=false, matrix=false, deploy=false, permissions=true, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=true, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=true, environment=false, condition=false, job_name=false, runs-on=true, defaults=false, shell=false, name=true, uses=true, strategy=false, timeout-minutes=false}","{outputs=false, run=false, matrix=false, deploy=false, permissions=true, restore-keys=false, if=false, on=true, needs=false, always=false, on_failure=false, cache=false, jobs=true, on_success=false, services=false, env=false, working-directory=false, steps=false, secrets=false, concurrency=false, continue-on-error=false, save-keys=false, with=false, environment=false, condition=false, job_name=false, runs-on=false, defaults=false, shell=false, name=true, uses=false, strategy=false, timeout-minutes=false}","Azure/mmlspark","7546e7fe9f4c14f396f3e99806df4b4e783105d7"
